,text                ,category
1289,I am accept Gay lovelove mattum than                ,Non-anti-LGBT+ content
1290,Go back to school and learn to read and write Then you will understand                ,Non-anti-LGBT+ content
1291,Most girls harassment are done by heterosexual in India then how can  can people look homosexual as something unfair                ,Non-anti-LGBT+ content
1292,Its between 2 individuals why dont ppl respect their privacy and move on About time India looks forward  rather going backward when rest of the world has accepted same Sex legality and Marriage India has taken many decades to improvise section 377 when are They gonna legalise GL wedding  I would say India has still long way to go No point blowing their own vessel in so called arrange marriage not knowing what their kids actually want  relationship is all about happiness and harmony lets respect the decision of Supreme Court and move on with lives                ,Non-anti-LGBT+ content
1293,Yeah brother there r not more people to come out even I am a lesbian and I came out to my cousins and friend but not to my mom and one day soon I will do it                ,Non-anti-LGBT+ content
1294,moorthi moorthi u  are right                ,Non-anti-LGBT+ content
1295,Next video podnge bro Waiting bro               ,Non-anti-LGBT+ content
1296,Make a vedio about one way travel about mars                ,Non-anti-LGBT+ content
1297,Watch DR Shalini madam video One can understand                ,Non-anti-LGBT+ content
1298,Tarup SweD  they wont answer right now But they will when some activists start pushing it                ,Non-anti-LGBT+ content
1299,Sanjay Ludo sorry brother                ,Non-anti-LGBT+ content
1300,Love you ka Looking so beautiful My best wishes for your bright future and happiness                ,Non-anti-LGBT+ content
1301,sagothari malini this is very badunnaturalshame for humenbeing it up to you your life you may do what you wantits your personel but dont explain like this pls try to Give better advice for our tamil society not poison be tamil a tamil cultured women i  am sorry people like you sisternonsence                ,Homophobia
1302,Tirunangai is very great full i love you                ,Non-anti-LGBT+ content
1303,pradeep  God bless you BrotherYesukristhu loves you No one born and bought ChristianHe created your Hearts so much beautiful and its listen Gods word  Because its belong to God of holy Oneeast west North South people come to Lord Jesus ChristBecause he gives us ever lasting living life               ,Non-anti-LGBT+ content
1304,Must watch 2002                ,Non-anti-LGBT+ content
1305,We will support sister                ,Non-anti-LGBT+ content
1306,my number                ,Non-anti-LGBT+ content
1307,Its against nature  If it continue world population automatically end  Only animals lives in this world  Iam not against feeling  But this is wrong        ,Homophobia
1308,Transgender are really talented we should give opportunity to them really  gvrmnt take care pananum                ,Non-anti-LGBT+ content
1309,Addicted Chinese drama dark blue kiss Thai very nice bl drama series                ,Non-anti-LGBT+ content
1310,When you try to see this as pure love Interviews like in the above link show it as fun according to me its disgusting                ,Non-anti-LGBT+ content
1311,Malini I love your words and thoughts                ,Non-anti-LGBT+ content
1312,Long live magizvan foundation Hats off jesu god be with you superior Motivational talk nw im aged but lot of questions in my mind layer i told you nobody can understand mmm               ,Non-anti-LGBT+ content
1313,Sema act thala                ,Non-anti-LGBT+ content
1314,Just beautiful and what is it with this society shitfuck them all we are proud to be gayand thats that                ,Non-anti-LGBT+ content
1315,Good point but its not about love its about sexual orientation These two r totally unrelevant                ,Non-anti-LGBT+ content
1316,Raja Prabu do you know the difference culture and conservatism                ,Non-anti-LGBT+ content
1317,Nowadays gay love is not true because all persons are considering only for sexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                ,Homophobia
1318,Waiting for government to legalize gay‍ marriage                ,Non-anti-LGBT+ content
1319,Best motivation video and Inspiring video thala keeping rocking                ,Non-anti-LGBT+ content
1320,Sema acting bro                ,Non-anti-LGBT+ content
1321,SANDALA TAMIL PIRAVIGAL                ,Non-anti-LGBT+ content
1322,Hey guys super finishing video ku                ,Non-anti-LGBT+ content
1323,wow nice sis your speech great go ahead mental people not agree this dont worry about that                ,Non-anti-LGBT+ content
1324,Heart melting video Unable to stop crying while watching her behavior Let us respect them                ,Non-anti-LGBT+ content
1325,Amma super ma  seriously I am crying Really appreciate u ma luv u lots                 ,Non-anti-LGBT+ content
1326,Dhinesh Kumar Kandasamy  he told most  Not all ppl are LGBT                 ,Non-anti-LGBT+ content
1327,Whenever i watch dese movies ill always cry my heart out                ,Non-anti-LGBT+ content
1328,Omg iam all so wath                ,Non-anti-LGBT+ content
1329,Make an initiative to ban caste and religion thats more worth than this shit Why cant u make a video and spread awareness to remove caste and religion thats more useful than this messed up message Dei USA la Elarum regular health screening and very aware about STD diseases but in India it cannot be                ,Non-anti-LGBT+ content
1330,Mind a word                ,Non-anti-LGBT+ content
1331,Very  cute                ,Non-anti-LGBT+ content
1332,Bro it was really sin definitely they will punished                ,Homophobia
1333,Actually its gud u r making them to feel as a part of society tq for that and also make sure that u should say to them thats its a prank at last   Becoz dont hurt anyone nowadays ppl dont like those pranks at all they are been already cheated any they faces many problems thats y              ,Non-anti-LGBT+ content
1334,Its such a wonderful movie Kudos to the team for taking this tremendous effort and successfully creating awareness about the LGBTQIA Community                ,Non-anti-LGBT+ content
1335,Really amazingfeel proud but for your own self you people should not against our culture  pls try to be our own cultural that means just try to show you people in discplinary manner that is try to avoid aginst culture by your actions                ,Homophobia
1336,1st u should understand different types of peoples and their feelings In this humanity dnt have religion and all Its a nature Every human soul blood having the same color Then why u differential peoples feelings                ,Non-anti-LGBT+ content
1337,Super bro         Melting heart               ,Non-anti-LGBT+ content
1338,Hello friend We are providing food to poor people almost daily to roadsidersleprosy patientstransgenderphysically challengedmentally challengedirular people and narikuravargal  Please support us                  ,Non-anti-LGBT+ content
1339,Super speech                 ,Non-anti-LGBT+ content
1340,Majority north Indians only here  think so                ,Non-anti-LGBT+ content
1341,DRAGON BALL FAN  hi me too                ,Non-anti-LGBT+ content
1342,Please check the mating of animals                ,Non-anti-LGBT+ content
1343,Soon there going to be organizations aksing for the legalization of pedophilia  incest in the name of sexual freedom                ,Homophobia
1344,Nice movie but  India not possible gay relationship marriage maximum gay people looking  sex money not love I have experience my age 31 then my life and healthy total destroy I am 4 times suicide not death present only living friends plz dont destroy ur life  be safe health and life                 ,Homophobia
1345,கவுண்டன் கெத்து so just because I want to sleep with men with in 4 walls by mutual consent  I become criminal reason was I born in India not in America  Thats our argument dude we are not criminals we are lovers too  only thing we fall in love with same sex pplother than that we are as normal as you                ,Non-anti-LGBT+ content
1346,Hi frnd have ahealthy confidencial casual day lifelong                ,Non-anti-LGBT+ content
1347,Shame on u hell is waiting hell repent or perish judgement is near                ,Homophobia
1348,Good thats our choice                ,Non-anti-LGBT+ content
1349,Great  Im waiting for my wedding but partner                 ,Non-anti-LGBT+ content
1350,Pls help some money no problems good God blessing thirunangai pls respect them humanity sir thanks               ,Non-anti-LGBT+ content
1351,Please tell about the operation barbarossa                ,Non-anti-LGBT+ content
1352,When a featus is forming in the womb for the 1st 6 weeks its brain structure developed as a girls brain onlu after 6th week if the featus is a male testosterone and other male sex organs will develop if any defects occur at this stage the boy will have a male body and female brain and automatically he gets attraction with the same gender they cant do anything with this like wise happens in girls to whether you accept homosex or not its ur personal choise but DONT HURT ANYONES FEELINGS                 ,Non-anti-LGBT+ content
1353,What a beautiful woman  with out makeup                ,Non-anti-LGBT+ content
1354,Anchor Semma hot                ,Non-anti-LGBT+ content
1355,Hats off to you mam your are the one well educated  well said and well done                ,Non-anti-LGBT+ content
1356,That doctor is saying its his choice This is absurd Sexuality is no ones choice This is how we born                 ,Non-anti-LGBT+ content
1357,Rompa rompa thelivana speechvera level akka                ,Non-anti-LGBT+ content
1358,Haniezry Mikail  thats the whole point people like you want us to be ashamed of our sexuality but No we are not ashamed of our sexual orientation and there is nothing wrong in any Human sexual orientation Whats wrong is people like who make our lives miserable and hard No one chooses their sexuality No one chooses to be treated like a second class citizen in their own country What you need is self education and awareness My parents are happy for me because Im happy with my life and if that makes your ass burn then use BURNOL We are Queer and We are Proud Your shame card do not work on us anymore cause we have the same rights as you in this country Keep your illogical  homophobic opinions to yourself                ,Non-anti-LGBT+ content
1359,I support lgbt from malaysia               ,Non-anti-LGBT+ content
1360,Let them live peacefully 3  Accept them pawam vazhnthuttu pogattume                ,Non-anti-LGBT+ content
1361,Sky Moon  Yes Bible Fool                ,Non-anti-LGBT+ content
1362,Dont support lgbt guys Future will lost                ,Homophobia
1363,Bro En mindla Nenga Homosexuality ah apdin Thonala bt Nenga married ah apdin than thonichu  plz ans meeee                ,Non-anti-LGBT+ content
1364,422 question makes lot of sense with logic great question The answer was not convincing Not against anyone Need clarification for common people                ,Non-anti-LGBT+ content
1365,Its their own choice why should we brother if they not disturbing to us Its their freedom They  should deserve it Its such a welcoming judgement                ,Non-anti-LGBT+ content
1366,After living in western countries Iam very sure they are more cultured civilized  India is big zero in everything              ,Non-anti-LGBT+ content
1367,How many r u support homosexuality                ,Non-anti-LGBT+ content
1368,Susithran Farrington  I Know how to read but I dont want to waste my time on reading this shit                ,Non-anti-LGBT+ content
1369,Kaviya see u dnt need to understand You have ur world where u   have difffrent feelings which cant be understood by LGBT The same like u Just acccept it like everything is love                ,Non-anti-LGBT+ content
1370,aneesh cool yes it was made by men What do u expect A woman should come for it lol Patriarchy killed very possibility of women It was so cruel evn that good men couldnt tolerate That is why they helped women Bt how many are there That is why Im against patriarchy  Definitely not men There are woman who are product of patriarchy who put another woman down Bt there are men who support woman Patriarchy is a thought tatz it it has nothing do with gender                ,Non-anti-LGBT+ content
1371,Government have to treat and respect all people                ,Non-anti-LGBT+ content
1372,Why have to mention as TRANSGENDER                ,Non-anti-LGBT+ content
1373,Pray and protect yourself from people like you                ,Non-anti-LGBT+ content
1374,Athu avunga wish how we can interfere in others life                ,Non-anti-LGBT+ content
1375,In India hemosex marriage and lesbian marriage God will punish wat is going to happen to india                ,Homophobia
1376,Very very disheartening I strongly feel and I would treat you as a special human being May God Bless you all                ,Non-anti-LGBT+ content
1377,What happen ashiq  Y shifted from galatta to southscope                ,Non-anti-LGBT+ content
1378,If it continue  Future generation automatically end   Only animals live in the country   Iam not against humanity but this is wrong        ,Homophobia
1379,So whyd you feel the need to comment                ,Non-anti-LGBT+ content
1380,azaright oh then explain what r the animals that having homosexual                ,Non-anti-LGBT+ content
1381,All the best for your future  Everything will be alright                 ,Non-anti-LGBT+ content
1382,GOWTHAM XTRON thanks for the enlightenment dear scientist Which  responsible for this                ,Non-anti-LGBT+ content
1383,Sankar Ganesh   I dont know where the country is going people are adopting western culture while lot western people are admired by our culture                ,Non-anti-LGBT+ content
1384,Bro neenga pannurathu ellam differenta  think pannuringa nice  super  bro all the best                ,Non-anti-LGBT+ content
1385,Superb bold interview her attitude is so good she just gave a clear cut explanation on LGBT                ,Non-anti-LGBT+ content
1386,I am also waiting for you                ,Non-anti-LGBT+ content
1387,Really superb I would like to see u and talk to you pls contact me  bcoz am planning to produce a short film tats y am asking  contact me in this no 9003152480 my name is Jaisingh                ,Non-anti-LGBT+ content
1388,She is really so kind                ,Non-anti-LGBT+ content
1389,Madan speak briefly about the great Velupillai Prabakaran ltte His birthday is on 26th November                ,Non-anti-LGBT+ content
1390,Hai your Jop is awesome                ,Non-anti-LGBT+ content
1391,Humanity still exist                ,Non-anti-LGBT+ content
1392,Diff conceptUr nailed itwaiting for part 2                ,Non-anti-LGBT+ content
1393,Waste of time                ,Non-anti-LGBT+ content
1394,Proud of you macha                ,Non-anti-LGBT+ content
1395,eathalam oru interview                ,Non-anti-LGBT+ content
1396,Sema speach sir                ,Non-anti-LGBT+ content
1397,I love you soo much always be happy  I love your boldness                 ,Non-anti-LGBT+ content
1398,I am from  im gay this fillm watching remember my history                 ,Non-anti-LGBT+ content
1399,Dr role is superb                ,Non-anti-LGBT+ content
1400,International class storyacting and direction This film should be exhibited through out the world I request Mr Mani shankara Iyer to take more gay awareness film like this in future                ,Non-anti-LGBT+ content
1401,1940  1941 correct  157 years britishers put  this rule  Only 1 or2 points I dont accept  Like sati system  in Mahabharata madri voluntarily did  not kunti Even before in Ramayana none of the 3 queens of dasaratha did sati  People started to follow sati system and child marriages  more vigorously after Muslims   Portuguese  britishers etc invaded India   I appreciate LGBT  Arjuna was eunuch for 1 year Shikandi a transgender  shambha Lord Krishnas grandson was interested in wearing girl clothes  so to my knowledge some were kept open and some were hidden in history  But open history suggests that we appreciated and accepted   I  condemn  rapists of any sexuality and religion  I condemn politicians   Just like heterosexuals come into private life of LGBT  so does these politicians who come into religion  caste etc and divide people for their own political career                 ,Non-anti-LGBT+ content
1402,Pls respect them                ,Non-anti-LGBT+ content
1403,KUMARG PAUL are u gay in the 1st place Stop commenting based on yr limited knowledge U guys here answering without not even see the question paper                ,Non-anti-LGBT+ content
1404,Beautiful girlI dont know makeup itemsbut good to see make up items                ,Non-anti-LGBT+ content
1405,I loved her soo much                 ,Non-anti-LGBT+ content
1406,Nice buddy  its truths                ,Non-anti-LGBT+ content
1407,Natesh R hiunamber                ,Non-anti-LGBT+ content
1408,I am proud to be a gay fabulous script hats off to the team                ,Non-anti-LGBT+ content
1409,Really melted bro                ,Non-anti-LGBT+ content
1410,God bless Katrin                ,Non-anti-LGBT+ content
1411,Really sema  But try to telecast in television also Innum uneducated kum reach aaganum  loveislove                ,Non-anti-LGBT+ content
1412,Brothers ur acting is awesome transgender kindness veralevel god bless                ,Non-anti-LGBT+ content
1413,Wow so swt  speechless                 ,Non-anti-LGBT+ content
1414,Nimal Xavier they gradually decrease thinking capacity i think Just a guess I feel like dumb when i drink horlics and it is addictive                ,Non-anti-LGBT+ content
1415,Omg she is so beautiful then that culprit meera mitunBetter meera should  get some tips to be a good soul like this beautiful                ,Non-anti-LGBT+ content
1416,I cried really at last                ,Non-anti-LGBT+ content
1417,They are bisexual peoples they are not gays                ,Non-anti-LGBT+ content
1418,Super team  congrats                 ,Non-anti-LGBT+ content
1419,Hats off ka                ,Non-anti-LGBT+ content
1420,You are very bold But I am not like ubold as youso my parents are not supportive Some of my friends discouraged me I want to be myself But I cant I dont know why Thank you for your video its motivational and essential Thank you I am proud to bea gay in LGBT community Thank you so much Be happy Stay safe and Spread love Bye             ,Non-anti-LGBT+ content
1421,more then here y u like to ask this                ,Non-anti-LGBT+ content
1422,In the suspension meaning West                ,Non-anti-LGBT+ content
1423,It was a prank but I cried                 ,Non-anti-LGBT+ content
1424,Good Work just loved the way sons dilemma is portrayedKeep up the effortsCongratulations to the entire team                ,Non-anti-LGBT+ content
1425,Well done brother                ,Non-anti-LGBT+ content
1426,Indian culture always mentioned about homosexuality these guys should read the history first                ,Non-anti-LGBT+ content
1427,mvrajesh kumar Kumar how do you say  Getting attracted only to same sex  is naturally happening  tosome men women  How is it disastrous               ,Non-anti-LGBT+ content
1428,She is very much Interested to have family                 ,Non-anti-LGBT+ content
1429,Vera level buddy Its a inspiration for us               ,Non-anti-LGBT+ content
1430,Give equilism to all human being                 ,Non-anti-LGBT+ content
1431,4th December cyclone will come in chennai                ,Non-anti-LGBT+ content
1432,Amazing Anna Really superb  TMP Army                ,Non-anti-LGBT+ content
1433,Sister ur smile so cute Ur way of talking was good                ,Non-anti-LGBT+ content
1434,Awesome speech  I Respect u                ,Non-anti-LGBT+ content
1435,I was literally disturbed by this movievery good concept and ending is totally amazing ‍‍‍‍‍‍‍‍‍‍‍‍                ,Non-anti-LGBT+ content
1436,Its awsome movie I like it and I am w8ing for my                ,Non-anti-LGBT+ content
1437,kindly please upload the music video                 ,Non-anti-LGBT+ content
1438,you are here to correct typo error is that the scientific research has proven that gay lesbian or bisexual is by birth                ,Non-anti-LGBT+ content
1439,dice prakash u still can migrate to moon No one will go against nature there But make sure bring enough oxygen along with u                ,Non-anti-LGBT+ content
1440, some emotional  things                 ,Non-anti-LGBT+ content
1441,life experience  thanks dude                ,Non-anti-LGBT+ content
1442,Hats off you                ,Non-anti-LGBT+ content
1443,You are from Hell  Let God intervene and correct you                ,Non-anti-LGBT+ content
1444,You media must show the other side as well you need you show our opinions why its harmful to the society  and when you make unlawful thinks into lawful society will suffer                ,Non-anti-LGBT+ content
1445,She looks like a girl No one can say that shes a transgender Only her voice tells that shes trans So lovely Shes cute                ,Non-anti-LGBT+ content
1446,Talk about marriage                ,Non-anti-LGBT+ content
1447,Dinesh Jeyachandran  but will ya let your own siblings I had arguments with most of atheists in London when I was studying   100 of them supports lesbianism and gayism  But none of them support two sisters doing the act     So they got different views there I asked them why cant you support two sisters love who are attracted each other They replied its nasty    Mate  lemme say ya something Every nation got their traditional life and culture We arent supposed to go out from it     In India  especially north side showing belly and navel is normal and modesty but in UK its vulgarity     But in the UK showing cleavages is normal thing but here in India Its vulgar thing    God created us with pairs Read Vedas and try to live what it says      We cant go against God                 ,Homophobia
1448,Iam accepted this 377 section                ,Non-anti-LGBT+ content
1449,Love you brothers                ,Non-anti-LGBT+ content
1450,Romba natural acting awesome every one acted well                ,Non-anti-LGBT+ content
1451,Public should gather if someone is harassed by this cheap creatures                ,Homophobia
1452,More beautiful than a girl                ,Non-anti-LGBT+ content
1453,Do not fight for wrong and do not justify the wrong thing                ,Non-anti-LGBT+ content
1454,Thank You So Much SisMay God Bless You All                ,Non-anti-LGBT+ content
1455,Mathan Gowry is a gay  i know                ,Homophobia
1456,well said sisterim in favour of ur thoughtcommentsandideas                ,Non-anti-LGBT+ content
1457,very gud thught                ,Non-anti-LGBT+ content
1458,I studied very well in this lesson yet I didnt fine any finalize prove still under research this subject Guys if u can plz send finalize proof so we can support               ,Non-anti-LGBT+ content
1459,Loved watching it Well made                ,Non-anti-LGBT+ content
1460,Shes gorgeous                 ,Non-anti-LGBT+ content
1461,her innocence and kind hearted makes me goosebumps                ,Non-anti-LGBT+ content
1462,I Like this character                ,Non-anti-LGBT+ content
1463,Regardless what the science said I belive  that man were created for women and vice versa the rest is just the feeling from the satan We have hundreds of movies telling to accept the fact that the child is gay can we also have a movie made on the parents feeling and their life after The struggle imagine if its their only kid Btw why only portraying only the beautiful part in gay love Why not showing the consequences hiv Std I like the content on the love of a mother to a son amd how disapointed she were when she got to know                ,Homophobia
1464,bible is unscientific proven in Supreme Court of India                ,Non-anti-LGBT+ content
1465,IMportant news                ,Non-anti-LGBT+ content
1466,Nice nanba really heart touching  tmp super pls give respect to them                ,Non-anti-LGBT+ content
1467,hide of world Sujith email address krishnan00dlfgmailcom if you have anything else messages me                ,Non-anti-LGBT+ content
1468,amazing film enik orupaad ishtappettumainly latheef inte characterthank u 4 this film                ,Non-anti-LGBT+ content
1469,Hatss of brother keep goingcongrats                 ,Non-anti-LGBT+ content
1470,This short film is completely idiotic                ,Non-anti-LGBT+ content
1471,Shes so sweet                 ,Non-anti-LGBT+ content
1472,Accept The NatureDo Not Fight with Naturewhen u accept the natureu will fell in love universal is filled with love Accept urself we are not away from the naturewe are nature                ,Non-anti-LGBT+ content
1473,Why should mention she is a transgender  U dont mentionFemale or Male for others  learn to not differentiate between humans first Your channel should be banned for this actually If this was Canada or US your entire team would get deported                ,Non-anti-LGBT+ content
1474,Each and everyone in this world have their own freedom  We dont have the rights to judge who they r  And 20  of the ppl r only homosexual so I dont think this small percentage can be against the law of nature                 ,Non-anti-LGBT+ content
1475,This type of humans are living god                ,Non-anti-LGBT+ content
1476,Its fully wrong frbiden                ,Homophobia
1477,These people gave their statement casually but they should have some sense that their comments are really offensive                ,Non-anti-LGBT+ content
1478,I  pity for u r son mam                ,Non-anti-LGBT+ content
1479,Super bro new thinking make your success keep rocking then the acter of this prank has a great future vera level                ,Non-anti-LGBT+ content
1480,I am asexualand I support LGBT community peopleI found nothing wrong with them                ,Non-anti-LGBT+ content
1481,She super nice sister                ,Non-anti-LGBT+ content
1482,Jeslin dont worry abt the future that human wont exist Human population will never ceased to exist Currently thr are 76b ppl And at the rate we are procreating the world itself will destruct Loll the way you are thinking is a joke                ,Non-anti-LGBT+ content
1483,Sister Very nice Speech Advance happy New year 2021                ,Non-anti-LGBT+ content
1484,Mani you have good future towards big screen keep going  video is awesome                ,Non-anti-LGBT+ content
1485,Shes so beautiful Very graceful                ,Non-anti-LGBT+ content
1486,God doesnt know whats natural and whats not naturalhow can we trust that book                ,Non-anti-LGBT+ content
1487,Yes me too                ,Non-anti-LGBT+ content
1488,Please support my channel frnds                ,Non-anti-LGBT+ content
1489,Now world has been filled with these kind of pseudo intellectuals Their fate is sealed and they reap what they have sowed                ,Homophobia
1490,You have frankly said about your feelings At same time you have to think about women feelings also to not to cheat Just for baby or family status do not do kill your and womens feelings as well Or else You can frankly say with your wife too You have true sweet heart I accept and respect your true feelings And Me too look for same partner with real homosexual feel and honest character My wishes                 ,Non-anti-LGBT+ content
1491,Im in Bangalore bro I see all you are videos  so good bro big fan of  you are team all the best for your success  Thalapathi verian                 ,Non-anti-LGBT+ content
1492,I Agree LGPT Section 377              ,Non-anti-LGBT+ content
1493,Very bold to come out and talkspeechless seeing how clear what she iswho she is Happy for you sister                ,Non-anti-LGBT+ content
1494,Talk about da vinci                ,Non-anti-LGBT+ content
1495,Its very shame judgment                ,Homophobia
1496,I would never say this is prank  this is a gud video of awareness kudos guys                ,Non-anti-LGBT+ content
1497,ayooooplz stop overacting madam naliniur attitude omgtalk with humble                ,Non-anti-LGBT+ content
1498,I have experience with curious guys and straight guysthey tend to try gay sex for pleasure as new thingthey would took some drugs or be in drunk for take gay sex as casualyou are assuming about ur personal experience Ive seen many manly look gays or hidden gays or bisexual                ,Non-anti-LGBT+ content
1499,My friendin order to give to others you need to be happybe brave be bold and trust God The society is cruel but we need to be strongboth as individuals and as a community Its easy for me to say that as I dont live in India But you are the hope of the LGBT community of India Dont let the fire extinguish Keep going and chins up                ,Non-anti-LGBT+ content
1500,IF LORD SHIVA AND LORD KRISHNA CAN HAVE SEXUAL RELATIONSHIP AND GET A BABY WHY CANT HOMOSEXUALITY BE LEGAL IN INDIA                ,Non-anti-LGBT+ content
1501,super ah pesureenga Like u very much Interest to meet u                ,Non-anti-LGBT+ content
1502,I am really loved it keep it up                ,Non-anti-LGBT+ content
1503,Very late to have watched this movie Heart wrenching story and the actors have really withstood by their characters so gracefully Only if she had understood or only if he had given her some time is that the question only i felt in my mind im not sure Thanks for clarifying that a gay themed movie need not always be associated with sexual content Hatsoff to the creator                 ,Non-anti-LGBT+ content
1504,lovely family  Thanku நண்பா               ,Non-anti-LGBT+ content
1505,The woman is lovely person in world best preson                ,Non-anti-LGBT+ content
1506,Its realistic                 ,Non-anti-LGBT+ content
1507,Wonderful Short videokeep it up  Before gaycomes a very big gray  Most people live in this gray area and it is kept hidden In reality there is no regular or normal  90 so called straight people have some samesex experiences or in a repressed society at least have same sex desires or thoughts Ask yourself honestly and the answer will be yes       So who is anybody to decide that people cannot think straighteverybody should first mind their own business and see that they are not abusive in their own relationships in life  GAY or Straight manushalla vazha vidunga                ,Non-anti-LGBT+ content
1508,raping is illegal because thats harming people  but theres no harm for anyone because of gay marriages Just imagine how you would feel when you are forced not to interact with any girl sexually because of cultural reasons thats how they  would feel too you wouldnt be talking like this if you were in this situation You talk all about those cultures but tell me what to do with these people should they not  allowed to be  married  should they starve until death  or should they be killed or dumped                 ,Non-anti-LGBT+ content
1509,Y bro u alone iam also I miss my life                ,Non-anti-LGBT+ content
1510,Acting good bro                ,Non-anti-LGBT+ content
1511,No words to tell great Anna                ,Non-anti-LGBT+ content
1512,Love u forever naand final thalaivar bgm with this crying moment a new feel                ,Non-anti-LGBT+ content
1513,so 5000 years back itself people did  homosexual                ,Non-anti-LGBT+ content
1514,She is so great                ,Non-anti-LGBT+ content
1515,what limits Please elaborate                ,Non-anti-LGBT+ content
1516,Heart doesnt not have eyes to see whos the opposite person to fall for it falls  wether its a male or female hearts falls for souls not After deciding which gender which race  or which organ would be perfect to fall  for               is                 ,Non-anti-LGBT+ content
1517,Rajeswari Rajagopalan  Sisterlast week for not giving money I was kicked by one transgenderat the time I was going through severeseveral problems this act made me ragehence I beaten that transgender then a group hurled abuse on meno one uttered a single word against thembut I too abused them badlyfinally lodged a complaint to SPCM cellwhat they are doing here is purely an extortion culpable under IPC 384                ,Transphobia
1518,Super script plz dont cheat your viewers                ,Non-anti-LGBT+ content
1519,Its realy good prank aluthuden                ,Non-anti-LGBT+ content
1520,part 2 yaippo tha varum                ,Non-anti-LGBT+ content
1521,Thanks for this wonderful movie LGBT people also human being they are gifted child and born like that Its not their choice to be like that I was blushing while watching the entire movie Hahahahahaha You guys made my day                ,Non-anti-LGBT+ content
1522,direction screen play latif r so good but the script is too much practically its not posible in the life also every one s living for this society and we r all bound with this society                ,Non-anti-LGBT+ content
1523,Wrightstory me and my lovemanju  paramesh4 years love                ,Non-anti-LGBT+ content
1524,Hatsss of to the director                ,Non-anti-LGBT+ content
1525,v gd story bt should me tru and ltif is storg boy                ,Non-anti-LGBT+ content
1526,this should be on Netflix  amazon prime  Good one to educate ourselves Im lucky like karthick                ,Non-anti-LGBT+ content
1527,So sorry to hear your experience  You are a very courageous person and you obviously love your mum very much I hope you find peace of mind and one day get to live life as you wish                ,Non-anti-LGBT+ content
1528,Nice Msg Brother                ,Non-anti-LGBT+ content
1529,Its not upon to birth                ,Non-anti-LGBT+ content
1530,Filthy to god repent or perish judgement is near                ,Homophobia
1531,Dei Grey tshirt naayi youre really not that cute I dont think members of the LGBT community will hit on you only loser strays will So shut the fuck up and deal with it                ,Non-anti-LGBT+ content
1532,Dangit I cant understand some most of it xD                ,Non-anti-LGBT+ content
1533,I am straight and support lgbtq                ,Non-anti-LGBT+ content
1534,latif ur acting is awesome                ,Non-anti-LGBT+ content
1535,Hats off this movie really needed to ppl who doesnt understand homosexual                ,Non-anti-LGBT+ content
1536,bro Vera level bro I like you too much bro I need your phone number please just I want to talk to with you your tone is very nice                ,Non-anti-LGBT+ content
1537,God bless you                ,Non-anti-LGBT+ content
1538,Beautiful  movie Beautiful  message  to the publicBeautiful  loveSuper actors Loved it                ,Non-anti-LGBT+ content
1539,You look very beautiful                  ,Non-anti-LGBT+ content
1540,shameer ahmed True                ,Non-anti-LGBT+ content
1541,hi AR how where r u from can I chat with you                ,Non-anti-LGBT+ content
1542,After watching this I feel unknown happiness Self content is important in everyones life Only one time we are living in this world Our happiness  families happiness contest only one will win  Thats families happiness Our happiness will  disappear  Mmmmmm                ,Non-anti-LGBT+ content
1543,I Think Rules i accept                ,Non-anti-LGBT+ content
1544, Its their Own Feel Let it be    Few Countries have made Homosexuality Legal   Act 377 should be withdrawn    One of My Friend have encountered Such incident           ,Non-anti-LGBT+ content
1545,Guys really great heart and you have great acting da                ,Non-anti-LGBT+ content
1546,Come out Bab Im too gay Be friends always                 ,Non-anti-LGBT+ content
1547,Im criedRespect All membershats off broTMPlove u bro part 2 waiting bro                ,Non-anti-LGBT+ content
1548,Dei aashiq what happened to galata                ,Non-anti-LGBT+ content
1549,She is looking so beautiful                ,Non-anti-LGBT+ content
1550,vasantharajan R hey Vasanth How similar and how different we are                 ,Non-anti-LGBT+ content
1551,SATTHAM trailer available in same YouTube channel With subtitles trailer link                ,Non-anti-LGBT+ content
1552,She no the pain she have experienced all those she is very genuine transgender very caringhats off to you Amma                ,Non-anti-LGBT+ content
1553,Get lost This is against the rules of every religion This homosexuality stuff is against the rules of GOD GODS wrath will hail upon them BEWARE BEWARE BEWARE GETBACKSECTION377 SAYNOTOHOMOSEXUALITY                ,Homophobia
1554,What she is a transgender ah really omg                 ,Non-anti-LGBT+ content
1555,Didnt skip  definitely u will shine dont worry                 ,Non-anti-LGBT+ content
1556,Very emotional public awareness prankand helping tendency made me to subscribe ur channel                 ,Non-anti-LGBT+ content
1557,the same thing happened to my sisters life the guy who married her he was a cheater my sister suffered a lot there and we brought her to home within 3months  after marriage we cant see her affecting personally in the society at this age itself so plz aware of it before marriage plz plz plz try to gather more information about the person before marriage itself finally my sister is affected by this cruel marriage                 ,Non-anti-LGBT+ content
1558,Vera level TMP team You will reach for heights for your efforts namba                ,Non-anti-LGBT+ content
1559,Its totally wrong Foreign cultures is different from our culture So a men is to a woman  This is a Sin                ,Homophobia
1560,More torturing everybody                ,Homophobia
1561,prakash s  yes bro every person respect to our feelings                ,Non-anti-LGBT+ content
